is_checked	word_display	freq_info	freq_rank	stem	pos	pos_detail	ipa	oxford3000	gsl	ccss_tier	cse_level	cefr	freq_grade	meaning_ko	definition_en	etymology	morpheme	word_formation	kr_curriculum	grade_range	textbook_included	curriculum_included	us_grade	atos	lexile	ngsl	gse	eiken_level	eiken_grade	hypernym	hyponym	synonym	antonym	collocation	word_family	register	domain	topic	regional_variant	era	learning_objective	prerequisite	error_pattern	teaching_method	sentence_1	sentence_2	sentence_3	pos_consistency	cefr_consistency	meaning_consistency	educational_value	analysis_date	system_version	status	quality_grade	validation_result	api_number
☐	Pronounce	-	2465	pronounce	V	VT	/prəˈnaʊns/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	발음하다	to utter sounds	from Latin pronuntiare	pro-nounce	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	articulate	-	articulate, say	-	pronounce correctly	pronounce	general	language	action	Global	current	언어 표현	기본 동사	-	맥락적 학습	How do you pronounce this word?	She pronounces every word clearly.	The judge pronounced the verdict.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2464
☐	Quote	-	2467	quote	V	VT	/kwəʊt/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	인용하다	to repeat exactly	from Latin quotare	quote	simple	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	cite	-	cite, reference	-	quote someone	quote	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	She quoted the famous speech.	Can I quote you on that?	He quoted a price for the work.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2466
☐	Reply	-	2468	reply	V	VI	/rɪˈplaɪ/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	대답하다	to respond to	from Latin replicare	re-ply	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	respond	-	respond, answer	ask	reply to	reply	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	Please reply to my email.	She replied with a smile.	He replied that he would come.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2467
☐	Respond	-	2469	respond	V	VI	/rɪˈspɒnd/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	응답하다	to answer or react	from Latin respondere	re-spond	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	reply	-	reply, answer	ignore	respond to	respond	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	She responded quickly to the email.	How did he respond to the news?	The patient responded well to treatment.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2468
☐	Communicate	-	2470	communicate	V	VT	/kəˈmjuːnɪkeɪt/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	소통하다	to share information	from Latin communicare	communi-cate	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	convey	-	convey, express	withhold	communicate clearly	communicate	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	We communicate mainly by email.	She communicates her ideas well.	The disease can communicate through contact.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2469
☐	Express	-	2471	express	V	VT	/ɪkˈspres/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	표현하다	to convey in words	from Latin expressare	ex-press	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	convey	-	convey, state	suppress	express feelings	express	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	She expressed her gratitude warmly.	How can I express my feelings?	He expressed concern about the situation.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2470
☐	Announce	-	2472	announce	V	VT	/əˈnaʊns/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	발표하다	to make known publicly	from Latin annuntiare	an-nounce	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	declare	-	declare, proclaim	hide	announce the news	announce	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	They announced the winner of the contest.	She announced her retirement.	The company announced a new product.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2471
☐	Declare	-	2473	declare	V	VT	/dɪˈkleər/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	선언하다	to state officially	from Latin declarare	de-clare	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	announce	-	announce, proclaim	-	declare independence	declare	formal	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	They declared war on the enemy.	She declared her love for him.	The country declared independence.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2472
☐	State	-	2474	state	V	VT	/steɪt/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	진술하다	to express formally	from Latin status	state	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	declare	-	declare, say	-	state the facts	state	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	Please state your name clearly.	She stated her opinion firmly.	The report states the findings.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2473
☐	Report	-	2475	report	V	VT	/rɪˈpɔːrt/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	보고하다	to give an account of	from Latin reportare	re-port	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	inform	-	inform, announce	-	report the news	report	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	She reported the incident to police.	The journalist reported from the scene.	I need to report my progress.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2474
☐	Inform	-	2476	inform	V	VT	/ɪnˈfɔːrm/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	알리다	to give information	from Latin informare	in-form	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	tell	-	tell, notify	-	inform someone	inform	formal	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	Please inform me of any changes.	She informed him of the decision.	We regret to inform you that...	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2475
☐	Reveal	-	2477	reveal	V	VT	/rɪˈviːl/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	밝히다	to make known	from Latin revelare	re-veal	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	disclose	-	disclose, expose	hide	reveal the truth	reveal	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	She revealed her secret identity.	The investigation revealed the truth.	He refused to reveal his sources.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2476
☐	Disclose	-	2478	disclose	V	VT	/dɪsˈkləʊz/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	공개하다	to make known formally	from Latin discludere	dis-close	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	reveal	-	reveal, expose	conceal	disclose information	disclose	formal	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	The company disclosed its earnings.	She disclosed the details reluctantly.	We are not permitted to disclose that.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2477
☐	Share	-	2479	share	V	VT	/ʃeər/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	공유하다	to give part to others	from Old English scearu	share	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	divide	-	divide, distribute	hoard	share with	share	general	action	distribution	Global	current	분배 표현	기본 동사	-	맥락적 학습	Let's share the pizza equally.	She shared her experience with others.	I'd like to share some ideas.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2478
☐	Distribute	-	2480	distribute	V	VT	/dɪsˈtrɪbjuːt/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	분배하다	to give out to many	from Latin distribuere	dis-tribute	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	share	-	share, deliver	collect	distribute evenly	distribute	formal	action	distribution	Global	current	분배 표현	기본 동사	-	맥락적 학습	Distribute the handouts to everyone.	They distribute food to the homeless.	The company distributes products worldwide.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2479
☐	Deliver	-	2481	deliver	V	VT	/dɪˈlɪvər/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	배달하다	to bring to destination	from Latin deliberare	de-liver	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	bring	-	bring, transport	receive	deliver a package	deliver	general	action	transport	Global	current	운송 표현	기본 동사	-	맥락적 학습	They deliver pizza to your door.	She delivered the speech confidently.	The doctor delivered the baby.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2480
☐	Supply	-	2482	supply	V	VT	/səˈplaɪ/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	공급하다	to provide what is needed	from Latin supplere	sup-ply	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	provide	-	provide, furnish	deprive	supply goods	supply	general	business	action	Global	current	비즈니스 표현	기본 동사	-	맥락적 학습	The company supplies equipment.	We supply fresh vegetables daily.	Can you supply the information?	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2481
☐	Provide	-	2483	provide	V	VT	/prəˈvaɪd/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	제공하다	to make available	from Latin providere	pro-vide	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	supply	-	supply, give	withhold	provide service	provide	general	action	giving	Global	current	제공 표현	기본 동사	-	맥락적 학습	We provide excellent customer service.	Parents provide for their children.	The hotel provides free breakfast.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2482
☐	Offer	-	2484	offer	V	VT	/ˈɒfər/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	제안하다	to present for acceptance	from Latin offerre	offer	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	propose	-	propose, present	refuse	offer help	offer	general	action	giving	Global	current	제공 표현	기본 동사	-	맥락적 학습	She offered to help with the project.	They offered a discount on the product.	He offered his seat to the elderly woman.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2483
☐	Grant	-	2485	grant	V	VT	/ɡrɑːnt/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	허락하다	to give or allow	from Old French graanter	grant	simple	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	give	-	give, allow	deny	grant permission	grant	formal	action	giving	Global	current	제공 표현	기본 동사	-	맥락적 학습	They granted her request.	The university granted him a scholarship.	I grant that you have a point.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2484
☐	Donate	-	2486	donate	V	VT	/dəʊˈneɪt/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	기부하다	to give to charity	from Latin donare	don-ate	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	give	-	give, contribute	receive	donate money	donate	general	charity	action	Global	current	자선 표현	기본 동사	-	맥락적 학습	She donated blood at the hospital.	He donates to charity every month.	They donated clothes to the shelter.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2485
☐	Borrow	-	2488	borrow	V	VT	/ˈbɒrəʊ/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	빌리다	to take temporarily	from Old English borgian	borrow	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	loan	-	-	lend	borrow money	borrow	general	finance	action	Global	current	금융 표현	기본 동사	-	맥락적 학습	May I borrow your book?	She borrowed money from the bank.	He borrowed the idea from his colleague.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2487
☐	Owe	-	2489	owe	V	VT	/əʊ/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	빚지다	to be obligated to pay	from Old English āgan	owe	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	be indebted	-	-	pay	owe money	owe	general	finance	action	Global	current	금융 표현	기본 동사	-	맥락적 학습	I owe you fifty dollars.	She owes her success to hard work.	How much do I owe you?	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2488
☐	Invest	-	2490	invest	V	VT	/ɪnˈvest/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	투자하다	to put money for profit	from Latin investire	in-vest	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	commit	-	commit, spend	withdraw	invest money	invest	general	finance	action	Global	current	금융 표현	기본 동사	-	맥락적 학습	She invested in the stock market.	Invest in your education.	They invested time in the project.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2489
☐	Afford	-	2492	afford	V	VT	/əˈfɔːrd/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	여유가 있다	to have enough money	from Old English geforþian	afford	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	manage	-	-	-	can afford	afford	general	finance	action	Global	current	금융 표현	기본 동사	-	맥락적 학습	I can't afford a new car.	She can't afford to make mistakes.	Can you afford the rent?	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2491
☐	Cost	-	2493	cost	V	VT	/kɒst/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	비용이 들다	to require payment	from Latin constare	cost	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	price	-	-	-	cost money	cost	general	finance	action	Global	current	금융 표현	기본 동사	-	맥락적 학습	How much does this cost?	The mistake cost him his job.	It will cost a lot of money.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2492
☐	Earn	-	2494	earn	V	VT	/ɜːrn/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	벌다	to receive for work	from Old English earnian	earn	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	make	-	make, gain	spend	earn money	earn	general	finance	action	Global	current	금융 표현	기본 동사	-	맥락적 학습	She earns a good salary.	He earned respect through hard work.	You have to earn your success.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2493
☐	Purchase	-	2495	purchase	V	VT	/ˈpɜːrtʃəs/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	구매하다	to buy	from Old French purchacier	purchase	simple	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	buy	-	buy, acquire	sell	purchase a ticket	purchase	formal	finance	action	Global	current	금융 표현	기본 동사	-	맥락적 학습	She purchased a new laptop.	Where did you purchase this item?	They purchased the property last year.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2494
☐	Sell	-	2496	sell	V	VT	/sel/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	팔다	to exchange for money	from Old English sellan	sell	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	trade	-	trade, vend	buy	sell products	sell	general	business	action	Global	current	비즈니스 표현	기본 동사	-	맥락적 학습	They sell fresh vegetables daily.	He sold his car last week.	This book sells well worldwide.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2495
☐	Buy	-	2497	buy	V	VT	/baɪ/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	사다	to acquire with money	from Old English bycgan	buy	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	purchase	-	purchase, acquire	sell	buy a gift	buy	general	business	action	Global	current	비즈니스 표현	기본 동사	-	맥락적 학습	I want to buy a new phone.	She bought flowers for her mother.	Money can't buy happiness.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2496
☐	Pay	-	2498	pay	V	VT	/peɪ/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	지불하다	to give money owed	from Latin pacare	pay	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	compensate	-	compensate, remit	owe	pay the bill	pay	general	finance	action	Global	current	금융 표현	기본 동사	-	맥락적 학습	Please pay at the counter.	She paid for the dinner.	Crime doesn't pay.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2497
☐	Refund	-	2499	refund	V	VT	/rɪˈfʌnd/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	환불하다	to return money paid	from Latin refundere	re-fund	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	reimburse	-	reimburse, repay	charge	refund the cost	refund	general	finance	action	Global	current	금융 표현	기본 동사	-	맥락적 학습	They refunded my money.	Can I get a refund for this item?	The company refunded all customers.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2498
☐	Exchange	-	2500	exchange	V	VT	/ɪksˈtʃeɪndʒ/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	교환하다	to give and receive	from Latin excambiare	ex-change	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	swap	-	swap, trade	keep	exchange gifts	exchange	general	action	trade	Global	current	거래 표현	기본 동사	-	맥락적 학습	They exchanged gifts at Christmas.	Can I exchange this for a larger size?	We exchanged phone numbers.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2499
☐	Trade	-	2501	trade	V	VT	/treɪd/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	거래하다	to buy and sell	from Middle Low German trade	trade	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	exchange	-	exchange, barter	-	trade goods	trade	general	business	action	Global	current	비즈니스 표현	기본 동사	-	맥락적 학습	They trade stocks on the market.	He traded his old car for a new one.	Countries trade with each other.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2500
☐	Hire	-	2502	hire	V	VT	/ˈhaɪər/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	고용하다	to employ for wages	from Old English hyrian	hire	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	employ	-	employ, engage	fire	hire employees	hire	general	work	action	Global	current	업무 표현	기본 동사	-	맥락적 학습	The company hired ten new employees.	She was hired as a manager.	We need to hire more staff.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2501
